id,label
1970,AND TO THINK WE CAN SAVE ALL THAT MISERY AND DESPAIR BY THE PAYMENT OF A HUNDRED AND FIFTY DOLLARS
1971,SO TO THE SURPRISE AT THE DEMOCRATIC COMMITTEE EVEL HIS FRIENDS MISTER HOPKINS AND LALSE THAT HE WOULD OPPOSE FORTS A GRESSIVE CAMPAIGN WITH AN EQUAL AGGRESSENNESS AND SPEND AS MANY DOLLARS IN DOING SO AS MIGHT BE NECESSARY
1972,ONE OF MISTER HOPKINS FIRST TASKS AFTER CALLING HIS FAITHFUL HINCHMEN AROUND HIM WAS TO MAKE A CAREFUL KILDNESS OF THE VOTERS OF HIS DISTRICT TO SEE WHAT WAS STILL TO BE ACCOMPLISHED
1973,THE WEAK NEED CONTINGENCY MUST BE STRENGTHENED AND FORTIFIED AND A COUPLE OF HUNDRED VOTES A ONE WAY OR THE OTHER SECURED FROM A OPPOSITION
1974,THE DEMOCRATIC COMMITTEE FIGURED OUT AWAY TO DO THIS
1975,UNDER ORDINARY CONDITIONS HATRETTELS WAS SURE TO BE ELECTED BUT THE COMMITTEE PROPOSED TO SACRIFICE HIM IN ORDER TO ILLAC COPKINS
1976,THE ONLY THING NECESSARY WAS TOO FIXED SAT RENDALS AND THIS HOPPEDS ARRANGED PERSONALLY
1977,AT THIS WAS WHITE HENDETH AND BETH DISCOVERED HIM CONVERSING WITH THE YOUNG WOMAN IN THE BUGGY
1978,THE DESCRIPTION SHE GAVE OF THE COMING RECEPTION TO THE WOMEN'S POLITICAL LEAGUE WAS SO HUMOROUS AND DIVERTING THAT THEY WERE BOTH LAUGHING HEARTILY OVER THE THING WHEN THE YOUNG PEOPLE PASSED THEM AND THUS MISTER HOPKINS FAILED TO NOTICE WHO THE OCCUPANT OF THE OTHER VINENCO WERE
1979,THESE WOMEN WERE FLATTERED BY THE ATTENTION OF THE YOUNG LADY AND HAD PROMISED TO ASSIST IN ELECTING MISTER FORBES
1980,LOUISE HOPED FOR EXCELLENT RESULTS FROM THIS ORGANIZATION AND WISHED THE ENTHRTAINMENT TO BE SO EFFECTIVE IN WINNING THEIR GOOD WILL THAT THEY WOULD WORK EARNESTLY FOR THE CAUSE IN WHICH THEY WERE ENLISTED
1981,A FAIR VIEWPAND WAS ENGAGED TO DISCOURSE AS MUCH HARMONY AS IT COULD PRODUCE AND THE RESOURCES OF THE GREAT HOUSE WERE TAX TO ENTERTAIN THE GUESS
1982,TABLES WERE SPREAD ON THE LONE AND THE DAINTY POIT SAID SANCHOL REPAST WAS TO BE SERVED
1983,THIS WAS THE FIRST OCCASION WITHIN A GENERATION WHEN SUCH AN ENTERCAMEMENT HAD BEEN GIVEN AN ELMURST AND THE ONLY WHEN WITHIN THE MEMORY OF MAN OR THE NEIGHBORS AND COUNTRY PEOPLE HAD BEEN THE INVITED GUESS
1984,THE ATTENDANTS WAS UNEXPECTEDLY LARGE AND THE GIRLS WERE DELIGHTED FOR SEEN GREAT SUCCESS FOR THEIR FIGHT
1985,WE OUGHT TO HAVE MORE ATTENTIVE'S BETH SAID LOUISE APPROACHING HER COUSIN
1986,WON'T YOU RUN INTO THE HOUSE AND SEE A PART OF CANT'S PARE ONE OR TWO MORE MAIDS
1987,SHE WAS VERY FOND OF THE YOUNG LADIES WHOM SHE HAD KNOWN WINNING OF JANE WAS THEIR MISTRESS HERE AND BETH WAS HER SPECIAL FAVORITE
1988,THE HOUSEKEEPER LED AWAY AND BETH FOLLOWED
1989,FOR A MOMENT BETH STOOD STARING WHILE THE NEW MAID REGARDED HER WITH COMPOSURE AND OF SLIGHT SMILE UPON HER BEAUTIFUL FACE
1990,SHE WAS DRESSED IN THE REGULATION CONSTUME OF THE MAIDS AT ELDHURST A PLAIN BLACK GIN WITH A WHITE APRON AND CAP
1991,THAN SHE GAVE A LITTLE LABOUND REPLIED NO MISS BETH I'M MELIZABETH PARSONS
1992,BUT IT CAN BE PROTESTED THE GIRL
1993,I ATTEND TO THE HOUSEWOLD MENDING YOU KNOW AND CARE FOR THE LINEAM
1994,YOU SPEAK LIKE AN EDUCATED PERSON SAID BETH WONDERINGLY WHERE IS YOUR HOME
1995,FOR THE FIRST TIME THE MAID SEEMED A LITTLE CONFUSED AND HER GAZE WANDERED FROM THE FACE OF HER VISITOR
1996,SHE SAT TO IN A ROCKING CHAIR AND CLASPING HER HIMS IN HER LAP ROCKS SLOWLY BACKTON FORTH I'M SORRY SAID BETH
1997,HALIGHT'S A PARSON SHOCK HER HEAD
1998,VATE LETH SIGHT ME IN SEVENTY AND I I HEAP BEAR THEM YOU MUST EXCUSE ME
1999,SHE EVEN SEEN MILDLY AMUSED AT THE ATTENTION SHE ATTRACTED
2000,BETH WAS A BEAUTIFUL GIRL THE HENCE MISSED OF THE THREE COUSINS BY FAR YET ELIZA SURPASSED HER A NATURAL CHARM CAN SEEM WELL AWARE OF THE FACT
2001,HER MATTER WAS NEITHER INDEPENDENT NOR A SERTIVE BY THE RATHER ONE OF WELL BRED COMPOSURE AND CALL RELIANCE
2002,HER EYES WONDERED TO THE MAID HANDS
2003,HOWEVER HER FEATURES AND FOUR MIGHT REPRESS ANY EVIDENCE OF NERVOUSNESS THESE HANDS TOLD A DIFFERENT STORY
2004,SHE ROSE QUICKLY TO HER FEET WITH AN IMPETUOUS GESTURE THAT MADE HER VISITOR CATCHERBREATH
2005,I'VE WISHED I KNEW MYSELF SHE CRIED FIERCELY
2006,WITH YOU LEAVE BE ALONE IN MY OWN BROOM OR MUST ALE GO AWAY TO ESCAPE YOU
2007,ELIZA CLOSED THE DOOR BEHIND HER WITH A DECIDED SLAM AND A KEY CLICKED IN THE LOCK
2008,CONNCORD RETURNED WITH PLACE AMIDST THE TENTS
2009,THE ENGLISH FOATED TO THE FRENCH BASKETS OF FLOWERS OF WHICH THEY HAD MADE A PLANTABLE FORVISION TO GREET THE ARRIVAL OF THE YOUNG PRINCESS THE FRENCH IN RETURN INVITED THE ENGLISH TO A SUPPER WHICH WAS TO BE GIVEN THE NEXT DAY
2010,INGRATULATIONS WERE POURED AND UPON THE PRINCESS EVERYWHERE DURING HER JOURNEY
2011,FROM THE RESPECT PAIN HER ON ALL SIDES SHE SEEMED LIKE A QUEEN AND FROM THE ADORATION WITH WHICH SHE WAS TREATED BY TWO OR THREE SHE APPEARED AN OBJECT OF WORSHIP THE QUEEN MOTHER GAVE THE FRENCH THE MOST AFFECTIONATE RECEPTION FRANCE WAS HER NATIVE COUNTRY AND SHE HAS SUFFERED TOO MUCH UNHAPPINESS IN ENGLAND FOR ENGLAND TO HAVE MADE HER FORGET FRANCE
2012,SHE TARMER DAUGHTER THEN BY HER OWN AFFECTION FOR IT THAT LOVE FOR A COUNTRY WHERE THEY HAD BOTH BEEN HSPITABLY RECEIVED AND WHERE REALLY IN FUTURE OPENED FOR THEM
2013,THE COUNT HAD THE ROAN HIMSELF BACK ON HIS SEA LEANING HIS SHOULDERS AGAINST THE PARTITION OF THE TENT AND REMAINED THUS HIS FACE BURIED IN HIS HANDS WITH HEAVING CHEST AND RESTLESS LIMBS
2014,THIS HAS INDEED BEEN A HARESTING DAY CONTINUED THE YOUNG MAN HIS EYES FIXED UPON HIS FRIEND
2015,YOU WILL BE FRANK WITH ME I ALWAYS AME
2016,CAN YOU IMAGINE MY BUCKINGHAM HAS BEEN SO VIOLENT I SUSPECT
2017,IT IS YOU MORAMISTAKEN ROW I HAVE READ HIS DISTRESS IN HIS EYES IN HIS EVERY GESTURE AND ACTION THE WHOLE DAY
2018,I CAN PERCEIVE LOVE CLEARLY ENOUGH
2019,I AM CONVINCED OF WHAT I SAY SAID THE COUNT
2020,IT IS ANNOYANCE THEN
2021,IN THOSE VERY TERMS I EVEN HADED MORE
2022,BUT I CONTINUED ROW NOT INTERRUPTED BY THIS MOMENT OF HIS FRIEND HEAVEN BE PRAISED THE FRENCH WHO ARE PRONOUNCED TO BE THALLESS IN INDESCREET RECKLESS EVEN ARE CAPABLE OF BRINGING A CALM AND SOUND JUDGMENT TO BERRLIN MATTERS OF SUCH HIGH IMPORTANCE
2023,THUS IT IS THAT THE OWNER OF THREE IS SAVED OUR COUNTRY ARE MASTERS AND OUR OWN
2024,YES I NEED REPOSE MANY THINGS HAVE AGITATED ME TO DAY BOTH IN MIND AND BODY WHEN YOU RETURN TO MORROW I SHALL NO LONGER BE THE SAME MAN
2025,BUT IN THIS FRIENDLY PRESSURE ROW COULD DETECT THE NERVE OHIS AGITATION OF A GREAT INTERNAL CONFLICT
2026,THE NIGHT WAS CLEAR STARLET AND SPLENDID THE TEMPEST HAD PASSED AWAY AND THE SWEET INFLUENCES OF THE EVENING HAD RESTORED LIFE PEACE AND SECURITY EVERYWHERE
2027,UPON THE LARGE SQUARE IN FRINT OF THE HOTEL THE SHADOWS OF THE TENTS INTERSECTED BY THE GOLDEN MOON BEAMS FORMED AS IT WERE A HUGE MOSAIC OBJECT AND YELLOW FLAG STONES
2028,RILLON WASHED FOR SOME TIME AT THE CONDUCT OF THE TWO LOVERS LISTENED TO THE LOUD AND UNSILL OF SLUMBERS OF MANICAMP WHO SNORED AS IMPARISLY AS THOUGH HE WAS WEARING HIS BLUE AND GOLD INSTEAD OF HIS VIOLET SUIT
2029,GE LIFE MAKES ANOTHER DISCOVERY
2030,THERE WERE CERTAINLY KNOWN NEAR THE SOLUTION OF THEIR PROBLEM
2031,BUT POOR LITTLE THINGS CRIED CYNTHIA THINK OF THEM HAVING BEEN TURNED TO THE WALL THESE YEARS
2032,NOW WHAT IS THE SENSE OF IT TWO INNOCENT BABIES LIKE THAT
2033,BUT JOYCE HAD NOT BEEN LISTENING ALL AT ONCE SHE PUT OUT RECANDLE ON THE TABLE AND FACED HER COMPANION
2034,THE TWIN BROTHER DID SOMETHING SHE DON'T LIKE AND SHE TURNED HIS PICTURE TO THE WALL
2035,HERS HAPPENED TO BE ON THE SAME FRIEND TOO BUT SHE EVIDENTLY BEING CARE ABOUT IT
2036,NOW WHAT HAVE YOU TO SAY SYMPIUS BROW
2037,I THOUGHT WE WERE STUMP AGAIN WHEN I FIRST SON AT PICTURE BUT IT SMENN OF SOME USE AFTER ALL
2038,DO YOU SUPPOSE THE MINIATURE WAS A COPY OF THE SAME THING
2039,WHEN IN THE WORLD DISANT QUERY CHOICE
2040,THEY WORE IN ME TERRIBLY AND BESIDES I'D LIKE TO SEE WHAT THIS LOVELY FURNITURE LOOKS LIKE WITHOUT SUCH QUADTITIES OF DUST ALIVER IT GOOD IT SCHEME THIN
2041,COME IN HICKS AFTERNOON WITH OLD CLOSE ON IN HALF AN RACULAR HOUSE CLEANING
2042,HE CAN'T HEARD ANYTHING I'M SURE FOR WE WON'T DISTURB THINGS AT ALL
2043,THIS THOUGHT HOWEVER DID NOT ENTER THE HEADS OF THE ENTHUSIASTIC PEAR
2044,SMUGGLING THE HOUSE CLEANING PAIRFAN ILIA INTO THE CELLAR WINDOW UNOBSERVED THAT OFTENOON PROVED IN NO EASY TASK FOR SYMPIA HAD ADDED A WHITSBROOM AND DUST PAN TO THE OUTFIT
2045,THE LURE PROVED TOO MUCH FOR HIM ANY TAME SPORTING AFTER AS FRISKILY AS A YOUNG KIND MUCH TO SYNTHIA'S DELIGHT WHEN SHE CAUGHT THE SIGHT OF HIM
2046,OH LET HIM COME ALONG SHE URGED I DEEP LOVE TO SEE HIM ABOUT BEATOWED HOUSE
2047,HE MAKES IT SORT OF COSIER
2048,BELLETS DESKS THE FURNITURE PICTURES
2049,YET LIMIL AS IT WAS IT HAD ALREADY MADE A VAST DIFFERENCE IN THE ASPECT OF THE ROOM
2050,SURFACE DUSK AT LEAST HAD BEEN REMOVED AND THE FIRE OLD FURNITURE GAVE A HINT OF ITS REAL ELEGANCE AND POLISH
2051,THEN AND SHE SUMMERLY REMARKED
2052,AND MY POCKET MONEY IS GETTING LOW AGAIN AND YOU HAVEN'T ANY LEFT AS USUAL
2053,THEY SAY ILLUMINATION BY CANDLE IT IS THE PRETTIEST IN THE WORLD
2054,WHY IT COLLIE OF THIS USUAL THE MOVE CRIED PEERING IT
2055,IS AHEAVE A GREATEST FOR GENTING INTO PHODE CORNERS
2056,FORGETTING ALL THEIR WEARINESS THEY SEIZED HER TANDLES AND STURY THROUGH THE HOUSE FINDING ON OCCASIONAL PAPER PAT THE WAY IN SOME ARD TORNER
2057,WELL AND CONFINCED THAT THE BOARDED UP HOUSE MYSTERY HAPPENED NOT EARLIER THAN APRIL SIXTEENTH EIGHTEEN SIXTY ONE AND PROBABLY NOT MUCH LATER
2058,NO WORDS WERE SPOKEN NO LANGUAGE WAS UTTERED SAVED ON OF WAILING IN HISSING AND THAT SOMEHOW WAS INDISTINCT AS IF IT EXISTED IN FANCY AND NON IN REALITY
2059,I HEARD A NOISE BEHIND I TURNED IN SALL CAFFOR HIS BLACK EYES SHINING WALL IN HIS HAND HE HELD A GLEAMING KNIFE HE LIFTED IT ABOVE HIS HEAD AS IF TO STRIKE BY A HAD THE STRENGTH OF TEN MEN AND I HURLED HIM FROM ME
2060,ONRURY SAID A DISTANT VOICE
2061,NO SOUND BROKE THIS STILLNESS OF THE NIGHT
2062,THE STORY OF ITS EVIL INFLUENCE CAME BACK TO ME AND IN MY BILL WILDER CONDITION I WONDERED WHETHER THERE WAS NOT SOME TRUTH IN WHY HAD BEEN SAID
2063,WHAT WAS THAT
2064,WHY THEN A HUMAN HAND LARGE AND SHAPELY APPEAR DISTINCTLY ON THE SURFACE OF THE POND
2065,NOTHING MORE NOT EVEN THE WRIST TO WHICH IT MIGHT BE ATTACHED
2066,IT DID NOT BECKON OR INDEED MOVE AT ALL IT WAS AS STILL AS THE HAND OF DEATH
2067,I AWOLE TO CONSCIOUSNESS FIGHTING HATH FIRST IS SEEMED AS IF I WAS FIGHTING WITH THE PHANTOM BUT GRADUALLY MY OPPONENT BECAME MORE REAL TO ME IT WAS CALF FR
2068,A SOUND OF VOICES A FLASH OF LIGHT
2069,A FEELING OF FREEDOM AND I WAS A WAKE WHERE
2070,SETTING OTHER VOICE WHICH I RECOGNIZED AS VULTURES CAFFER
2071,I HAD SCARCELY KNOWN WHAT I HAD BEEN SAYING OR DOING UP TO THIS TIME BUT AS HE SPOKE I LOOKED AT MY HAND
2072,IN THE LIGHT OF THE MOON I SAW A KNIFE RED WITH BLOOD HIM MY HAND TOO WAS ALSO DISCOLORED
2073,I DO NOT KNOW I AM DAZED BEING WILDERED
2074,WHAT THAT IS CALFER'S LIFE
2075,I KNOW HE HAD IT THIS VERY EVENING
2076,I REMEMBERED SAYING HALF WE BEEN TOGETHER
2077,WOLL CHAIR PICKED UP SOMETHING FROM THE GROUND AND LOOKED AT IT
2078,I SAY YOU DO KNOW WHAT THIS MEANS AND YOU MUST TELL US
2079,A TERRIBLE THOUGHT FLASHED INTO MY MIND
2080,I HAD AGAIN DID ACTING ON THE INFLUENCE OF THIS MAN'S POWER
2081,PERCHANCE TOO CALFFOR'S DEATH MIGHT SERVE HIM IN GOOD STEAD
2082,MY TONGUE REFUSED TO ARTICULATE MY POWER OF SPEECH LAUGHED ME
2083,MY POSITION WAS TOO TERRIBLE
2084,MY OVER RAUDINER SHIELD IT OUT LAST
2085,FOR SOME TIME AFTER THAT I REMEMBERED YOU NOTHING DISTINCTLY
2086,THE THREE MODES OF MANAGEMENT
2087,TO SUPPOSE THAT THE OBJECT OF THIS WORK IS TO AID IN AFFECTING SUCH A SUBSTITUTION AS THAT IS ENTIRELY TO MISTAKE ITS NATURE AND DESIGN ARE DESIGN A
2088,BY REASON AND AFFECTION
2089,AS THE CHASE DRIVES AWAY MERRY STANDS BEWILDERED AND PERPLEXED ON THE DOORSTEP HER MIND IN A TUMULT OF EXCITEMENT IN WHICH HATRED OF THE DOCTOR DISTRUST AND SUSPICION OF HER MOTHER DISAPPOINTMENT VEXATION AND ILL HUMOUR SURGE AND SWELL AMONG THOSE DELEGATE ORGANIZATIONS ON WHICH THE STRUCTURE AND DEVELOPMENT OF THE SOUL SO CLOSELY DEPEND DOING PERHAPS AN ARREPARABLE INJURY
2090,THE MOTHER AS SOON AS THE CHASE IS SO FAR TURNED THAT MARY CAN NO LONGER WATCH THE EXPRESSION OF OUR CONTINENTS GOES AWAY FROM THE DOOR WITH A SMILE OF COMPLAISANCY AND THENISFACTION ON HER FACE AT THE INGENUITY AND TAKE CESTS OF HER LITTLE ARTIFICE
2091,SO YOU WILL BE A GOOD GIRL I KNOW AND NOT MAKE ANY TROUBLE BUT WILL STAY AT HOME CONTENTEDLY WON'T YOU
2092,THE MOTHER IN MANAGING THE CASE IN THIS WAY REALIZED PARTLY UNCONVINCING THE REASON OF THE CHILD AND PARTLY ON AN APPEAL TO HER AFFECTION
2093,IF YOU SHOULD NOT BE A GOOD GIRL BUT SHOULD SHOW SIGNS OF MAKING OF ANY TROUBLE I SHALL HAVE TO SEND YOU OUT SOMEWHERE TO THE BACK PART OF THE HOUSE UNA TILL WE ARE GONE
2094,BUT THIS LAST SUPPOSITION IS ALMOST ALWAYS UNNECESSARY FOR IF MARY HAS BEEN HABITUALLY MANAGED ON THIS PRINCIPLE SHE WILL NOT MAKE ANY TROUBLE
2095,IT IS INDEED TRUE THAT THE IMPORTANCE OF TACT AND SKILL IN THE TRAINING OF THE YOUNG AND OF CULTIVATING THEIR REASON AND SAICURING THEIR AFFECTION CAN NOT BE ORRATED
2096,TO SUCH PERSONS THESE INDIRECT MODES OF TRAINING CHILDREN INHABITS OF SOME ORDINATION TO THEIR WILL OR RATHER OF YIELDING TO THEIR INFLUENCE ARE SPECIALLY USEFUL
2097,DELA HAD A YOUNG SISTER NAMED MEREA AND A COUSIN WHOSE NAME WAS JANE
2098,NOW TELLIA AND TRIVE TO OBTAIN A GREAT INFLUENCE AND A SENDENCY OVER THE MINDS OF THE CHILDREN BY MEANS OF THESE DOLLS
2099,TO GET IDEA OF THESE CONVERSATIONS I WILL REPORT ONE OF THEM IN FULL
2100,YOU HAVE COME AND DELA AND DELAWA WAS THE NAME OF JAMES STALL TO MAKE ROSALIA A VISIT
2101,I AM VERY GLAD
2102,I EXPECT YOU HAVE BEEN A VERY GOOD GIRL AND ELLA SINCE SHE WERE HERE LAUSED
2103,THEN TURNING TO JANE SHE ASKED IN A SOWER ALTERED TONE HAS SHEEP IN A GOOD GIRL JANE
2104,FOR INSTANCE ONE DAY THE CHILDREN HAD BEEN PLAIN UPON THE PIAZZA WITH BLOCKS AND OTHER PLAYETHINGS AND FINALLY HAD GONE INTO THE HOUSE LEAVING ALL THE THINGS ON THE FLOOR OF THE PIAZZA INSTEAD OF PUTTING THEM AWAY IN THEIR PLACES AS THEY OUGHT TO HAVE DONE
2105,THEY WERE NOW PLAIN WITH THEIR DOLLS IN THE PARLOUR
2106,DELIATE CAME TO THE PARLOUR AND WITH AN ANNER OF GREAT MYSTERY BECKONED THE CHILDREN ASIDE AND SET TO THEM IN A WHISPER LEAF AND DELA AND GROVESLY HEAR AND DON'T SAY A WORD TO THEM
2107,SO SAYING SHE LED THE WAY UNTITTO FOLLOWED BY THE CHILDREN OUT OF THE ROOM AND ROUND BY A CIRCUITOUS RUTH TO THE PIAZZA THERE
2108,SAID SHE POINTING TO THE PUITE THINGS SEEING
2109,WAS THESE PLEAS THINGS ALL AWAY QUICK AND CAREFULLY AND WE WILL NOT LET THEM KNOW ANYTHING OF OUTCHERLEANIN THEM OUT
2110,AND THIS METHOD OF TREATING THE CASE WAS MUCH MORE EFFECTUAL IN MAKING THEM DISPOSED TO AVOID COMMITTING A SIMILAR FAULT ANOTHER TIME THAN ANY DIRECT REBUKES OR EXPRESSIONS OF DISPLEASURE ADDRESSED PERSONALLY TO THEM WOULD HAVE BEEN
2111,NATURE OF THE EFFECT PRODUCED BY EARLY IMPRESSIONS
2112,THAT HE IS COMPARATIVELY NOTHING
2113,THEY ARE CHIEFLY FORMED FROM COMBINATIONS OF THE IMPRESSIONS MADE IN CHILDHOOD
2114,VAST IMPORTANCE AND INFLUENCE OF THIS MENTAL FURNISHING
2115,WE ON'T GO INTO ANY SUCH EXTREME AS VESS WE CAN EASILY SEE ON REFLECTION HOW VAST IN INFLUENCE ON THE IDEAS AND CONCEPTIONS AS WELL AS ON THE PRINCIPLES OF ACTION IN MATURE YEARS MUST BE EXERTED BY THE NATURE AND CHARACTER OF THE IMAGES WHICH THE PERIOD OF INFANCY AND CHILDHOOD IMPRESS UPON THE MIND
2116,THE PAIN PRODUCED BY AN ACT OF HASTY AND ANGRY VIOLENCE TO WHICH A FATHER SUBJECTS HIS SON MAY SOON PASS AWAY BUT THE MEMORY OF IT DOES NOT PASS AWAY WITH THE PAIN
2117,BUT ANDERS CARED NOTHING ABOUT THAT
2118,HE MADE ABOUT SO DEEP THAT HIS BACK CAME NEAR BREAKING AND HE WAS DONE FOUND IT I CAN TELL YOU WHEN HE SAW IT WAS NOBODY BUT ANDERS
2119,HE WAS SUCH UP BIG BOY THAT HE WORE HIGH BOOTS AND CARRIED A JACKKKNIFE
2120,NOW THIS KNIFE WAS A SPLENDID ONE THOUGH HALF THE BLABE WAS GONE AND THE HEMBLE WAS A LITTLE CRACKED AND ANDERS MOOL THAT ONE IS ALMOST A MAN AS SOON AS ONE HAS A JACKKNIFE
2121,YES WHY NOT THOUGHT ENDERS
2122,SEEING THAT I AM SO FINE I MAY AS WELL GO AND DOES IT THE KING
2123,I AM GOING TO THE COURT BALL ANSWERED ANDREWS
2124,AND SHE TOOK ANDER'S HAND AND WHAT WITH HIM UP THE BARODE MARBLE STAIRS WHERE A SOLDIERS WERE POSTED AT EVERY THIRD STEP AND THROUGH THE MAGNIFICENT HALLS WHERE COURTIERS IN SILK AND VELVET STOOD BOWING WHEREVER HE WENT
2125,FOUR LIKE AS NOT AT THEY MUST HAVE THOUGHT HIM A PRINCE WHEN THEY SAW HIS FINE CAP
2126,AT THE FARTHER REND OF A LARGEST HALL A TABLE WAS THAT WITH GOLDEN CUPS AND GOLDEN PLATES IN LONG ROSE
2127,ON HUGE SILVER PLATTERS WERE A PYRAMIDS OF TARTS AND CAKES AND READ WINE SPARKLED IN GLITTERING THE CANTERS
2128,THE PRINCE SAT DOWN UNDER A BLUE CANOPY WITH BOQUAYS AROSES AND SHE LET ANDER SIT IN A GOLDEN CHAIR BY HER SIDE
2129,BUT YOU MUST NOT EAT WITH YOUR CAP ON YOUR HEAD SHE SAID AND WAS GOING TO THEY GET OFF
2130,THE PRINCESS CERTAINLY WAS BEAUTIFUL AND HE WOULD HAVE DEALLY LIGHT TO BE KISSED BY HER BUT THE CAP WHICH HIS MOTHER HAD MADE HE WOULD NOT GIVE UP ON ANY CONDITION
2131,HE ONLY SHOOK HIS HEAD
2132,WELL BUT NOW SAID THE PRINCESS AND SHE FILLED HIS POCKET WITH CAKES AND PUT HER OWN HEAVY GOLD CHAIN AROUND HIS NECK AND BENT DOWN AND KISSED HIM
2133,THAT IS A VERY FINE CAP YOU HAVE HE SAID
2134,SO IT IS SAID ANDERS
2135,AND IT IS MADE OF MOTHER'S BEST YARN AND SHE MINTED IT HERSELF AND EVERYBODY ONCE TO GET IT AWAY FROM ME
2136,WITH ONE JUMP ANDERS GOT OUT OF HIS CHAIR
2137,HE DARTED LAKE ANROW THROUGH ALL THE HALLS DOWN ALL THE STAIRS AND ACROSS THE YARD
2138,HE STILL HELD ON TO IT WITH BOTH HANDS AS HE RUSHED INTO HIS MOTHER'S COTTAGE
2139,AND ALL HIS BROTHERS AND SISTERS STOOD ROUND AND LISTENED WITH THEIR MILDS OPEN
2140,BUT WHEN HIS BIG BROTHER HERDS THAT HE HAD REFUSED TO GIVE HIS CAN FOR A KING'S GOLDEN CROWN HE SAID THAT ANDERS WAS A STUPID
2141,ANDERS FACE GREW RED
2142,BUT HIS MOTHER HUT HIM CLOSE
2143,NO MY LITTLE FUN SHE SAID
2144,IF YOU DRESSED IN SILK AND GOLD FROM TOP TO TOLL YOU COULD NOT LOOK ANY NICER THAN IN YOUR LITTLE RED CAP
2145,AT THE CONCLUSION OF THE BANQUET WHICH WAS SERVED AT FIVE O'CLOCK THE KING ENTERED HIS CABINET WERE HIS TAILORS OR AWAITING HIM FOR THE PURPOSE OF TRYING ON THE CELEBRATED COSTUME REPRESENTING SPRING WHICH WAS THE RESULT OF SO MUCH IMAGINATION AND HAD CAUSED SO MANY EFFORTS OF THOUGHT TO THE DESIRES AND ORNAMENT WORKERS OF THE COURT
2146,AH VERY WELL
2147,WHAT HAM COME IN THEN SAID THE KING HAM AND AS IF COLD BEAR HAD BEEN WILSENNING AT THE DOOR FOR THE PURPOSE OF CAPING HIMSELF AUK AROMP WITH THE CONVERSATION HE ENTERED AS SOON AS THE KING HAD PRONOUNCED HIS NAME TO THE TWO CARTIERS
2148,JUTTLEMENT TO YOUR POSTS WHEREUPON SAINT AND YOND AND DEAL OR RITOOK THEIR LEAVE
2149,CERTAINLY SIRE BUT I MUST HAVE MONEY TO DO THAT WHAT
2150,WHAT DO YOU MAN INQUIRED LORIES
2151,HE HAS GIVEN THEM WITH TOO MUCH GRACE NOT TO HAVE OTHERS STILL TO GIVE IF THEY ARE REQUIRED WHICH IS THE CASE AT THE PRESENT MOMENT
2152,IT IS NECESSARY THEREFORE THAT HE SHOULD COMPLY THE CAME FROWNED
2153,DOES YOUR MAJESTY THEN NO LONGER BELIEVE THAT DISLOYAL ATTEMPT
2154,NOT AT ALL YOU ARE ON THE CONTRARY MOST AGREEABLE TO ME
2155,YOUR MAJESTIES PLANN THEN IN THIS AFFAIR IS
2156,YOU WILL TO TAKE THEM FROM MY PRIVATE TREASURE
2157,THE NEWS CIRCULATED WITH THE RAPIDITY OF LIGHTNING DURING ITS PROGRESS IT KENDLED EVERY VARIET OF COCATRY DESIRE AND WILD AMBITION
2158,THE KING HAD COMPLETED HIS PIOLET BY NINE O'CLOCK HE APPEARED IN AN OPEN CARRIAGE DECORATED WITH BRANCHES OF TREES AND FLOUGHS
2159,THE QUEEN HAD TAKEN THEIR SEATS UPON A MAGNIFICENT DAYS OR PLATFORM ERECTED UPON THE BORDERS OF THE LAKE AND A THEATRE OF WONDERFUL ELEGANCE OF CONSTRUCTION
2160,SUDDENLY FOR THE PURPOSE OF RESTORING PEACE IN ORDER SPURRING ACCOMPANIED BY HIS WHOLE CORPS MADE HIS APPEARANCE
2161,THE SEASONS ALLIES OF SPRING FOLLOWED HIM CLOSELY TO FORM A QUADRAYLL WHICH AFTER MANY WORDS OF MORE OR LESS FLATTERING IMPORT WAS THE COMMENCEMENT OF THE ANTS
2162,HIS LEGS THE BEST SHAPED AT COURT WERE DISPLAYED TO GREAT ADVANTAGE IN FLESH COLORED SILKEN HOSE ON SILK SO FINE AND SO TRANSPARENT THAT IT SEEMED ALMOST LIKE FLUSH ITSELF
2163,THERE WAS SOMETHING IN HIS CARRIAGE WHICH RESEMBLED THE BUYANT MOVEMENTS OF AN IMMORTAL AND HE DID NOT DANCE SO MUCH AS SEEMED TO SORE ALONG
2164,YES IT IS SUPPRESSED
2165,FAR FROM ITS SIRE YOUR MAJESTY HAD BEEN GIVEN NO DIRECTIONS ABOUT IT THE NUSITIANS HAVE RETAINED IT
2166,YES SIRE AND READY DRESSED FOR THE BALEY
2167,SIRE HE SAID YOUR MAJESTY'S MOST DEVOTED SERVANT APPROACHES TO PERFORM A SERVICE ON THIS OCCASION WITH SIMILAR ZEAL THAT HE HAS ALREADY SHOWN ON THE FIELD OF BATTLE
2168,THE KING SEEMED ONLY PLEASED WITH EVERY ONE PRESENT
2169,MONSIEUR WAS THE ONLY ONE WHO DID NOT UNDERSTAND ANYTHING ABOUT THE MATTER
2170,THE VALLEY BEGAN THE EFFECT WAS MORE THAN BEAUTIFUL
